position,substitute,match_id,player.name,player.id,statistics.totalPass,statistics.accuratePass,statistics.totalLongBalls,statistics.accurateLongBalls,statistics.goalAssist,statistics.accurateOwnHalfPasses,statistics.totalOwnHalfPasses,statistics.accurateOppositionHalfPasses,statistics.totalOppositionHalfPasses,statistics.ballRecovery,statistics.savedShotsFromInsideTheBox,statistics.saves,statistics.minutesPlayed,statistics.touches,statistics.rating,statistics.possessionLostCtrl,statistics.expectedAssists,statistics.ratingVersions.original,statistics.ratingVersions.alternative,statistics.totalShots,statistics.goalsPrevented,statistics.totalCross,statistics.duelWon,statistics.bigChanceMissed,statistics.shotOffTarget,statistics.onTargetScoringAttempt,statistics.hitWoodwork,statistics.outfielderBlock,statistics.interceptionWon,statistics.wasFouled,statistics.totalOffside,statistics.expectedGoals,statistics.expectedGoalsOnTarget,statistics.totalClearance,statistics.keyPass,statistics.aerialLost,statistics.duelLost,statistics.challengeLost,statistics.errorLeadToAGoal,statistics.unsuccessfulTouch,statistics.aerialWon,statistics.fouls,statistics.totalContest,statistics.wonContest,statistics.dispossessed,statistics.blockedScoringAttempt,statistics.totalTackle,statistics.wonTackle,statistics.accurateCross,statistics.bigChanceCreated,statistics.goodHighClaim,statistics.totalKeeperSweeper,statistics.accurateKeeperSweeper,statistics.errorLeadToAShot,statistics.goals,statistics.crossNotClaimed,statistics.punches,statistics.clearanceOffLine,statistics.penaltyWon,statistics.penaltyConceded,statistics.penaltyFaced,statistics.lastManTackle,statistics.penaltyMiss,statistics.penaltySave,statistics.ownGoals
G,False,12437755,Jan Oblak,69768,23.0,16.0,9.0,2.0,0,15.0,17.0,1.0,6.0,7.0,1.0,1.0,90,29.0,6.8,7.0,0.0002781,6.8,6.7,0,0.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
D,False,12437755,Marcos Llorente,353138,24.0,22.0,1.0,,0,11.0,13.0,11.0,15.0,4.0,,,56,45.0,7.2,9.0,0.0104427,7.2,7.1,1,,4.0,5.0,,,,,,2.0,,,0.0222,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,
D,False,12437755,José María Giménez,325355,58.0,51.0,4.0,2.0,0,35.0,37.0,16.0,21.0,5.0,,,90,72.0,7.5,7.0,0.00575066,7.5,7.5,0,,,10.0,,,,,1.0,,,,,,6.0,,5.0,7.0,,,,6.0,3.0,1.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437755,Clément Lenglet,580550,69.0,57.0,13.0,5.0,0,33.0,40.0,24.0,29.0,2.0,,,90,83.0,7.8,13.0,0.0146709,7.8,7.7,1,,,8.0,,,,,2.0,1.0,,,0.0408,,4.0,,2.0,3.0,,,1.0,5.0,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437755,Javi Galán,825133,38.0,31.0,,,0,16.0,19.0,16.0,21.0,4.0,,,90,83.0,8.0,14.0,0.441044,8.0,8.4,0,,2.0,17.0,,,,,,2.0,5.0,,,,3.0,1.0,2.0,5.0,,,2.0,2.0,,4.0,2.0,1.0,,8.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
M,False,12437755,Giuliano Simeone,1099352,27.0,19.0,1.0,,0,4.0,6.0,16.0,24.0,5.0,,,55,39.0,6.6,14.0,0.362139,6.6,6.3,1,,3.0,2.0,1.0,1.0,,,,1.0,1.0,,0.5013,,,2.0,3.0,7.0,,,,1.0,,1.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,
M,False,12437755,Rodrigo de Paul,249399,69.0,53.0,14.0,8.0,0,19.0,22.0,34.0,49.0,7.0,,,90,84.0,7.6,21.0,0.31487,7.6,7.0,1,,2.0,4.0,,1.0,,,,,1.0,,0.2196,,1.0,1.0,,7.0,2.0,,1.0,,4.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
M,False,12437755,Pablo Barrios,1142588,57.0,50.0,3.0,,0,24.0,27.0,26.0,30.0,4.0,,,86,68.0,6.7,10.0,0.0174579,6.7,6.5,2,,,,,2.0,,,,2.0,,,0.0736,,3.0,,,3.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
M,False,12437755,Samuel Lino,874705,22.0,20.0,,,0,10.0,10.0,10.0,13.0,4.0,,,45,38.0,6.0,8.0,0.0299049,6.0,6.2,2,,1.0,3.0,2.0,2.0,,,,,3.0,,0.6193,,,2.0,,5.0,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
F,False,12437755,Antoine Griezmann,85859,32.0,28.0,3.0,2.0,0,9.0,10.0,22.0,30.0,4.0,,,63,46.0,6.9,10.0,0.0738195,6.9,6.6,0,,8.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,2.0,1.0,,,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,
F,False,12437755,Julián Alvarez,944656,33.0,28.0,1.0,1.0,0,9.0,11.0,20.0,25.0,3.0,,,90,52.0,6.8,16.0,0.209489,6.8,7.3,1,,3.0,3.0,,,1.0,,,,,,0.0943,0.5694,1.0,1.0,,6.0,2.0,,5.0,,,3.0,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,
F,True,12437755,Alexander Sørloth,309078,13.0,8.0,1.0,1.0,0,2.0,4.0,6.0,9.0,,,,45,26.0,7.4,8.0,0.00980435,7.4,7.8,1,,,6.0,,,1.0,,,,2.0,,0.039,0.4793,2.0,,2.0,4.0,,,1.0,2.0,,2.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
F,True,12437755,Ángel Correa,316152,6.0,5.0,,,0,3.0,3.0,2.0,3.0,5.0,,,35,18.0,6.5,6.0,0.00120456,6.5,6.4,1,,,2.0,,,1.0,,,1.0,1.0,,0.0628,0.1018,1.0,,,4.0,1.0,,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
D,True,12437755,Nahuel Molina,831799,5.0,2.0,1.0,,1,2.0,3.0,1.0,4.0,,,,34,19.0,7.2,5.0,0.0325217,7.2,7.1,0,,2.0,4.0,,,,,,1.0,,,,,,1.0,2.0,2.0,,,,,,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
M,True,12437755,Koke,84539,13.0,10.0,1.0,,0,4.0,5.0,6.0,8.0,1.0,,,27,17.0,6.7,3.0,0.00465929,6.7,6.7,0,,,2.0,,,,,,1.0,,,,,1.0,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
D,True,12437755,Robin Le Normand,787751,,,,,0,,,,,,,,8,1.0,6.5,,,6.5,6.7,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437755,David Soria,604258,32.0,16.0,29.0,14.0,0,2.0,5.0,14.0,27.0,11.0,2.0,2.0,90,40.0,7.3,16.0,0.00479613,7.3,8.0,0,0.1506,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,
D,False,12437755,Allan Nyom,128637,39.0,32.0,4.0,1.0,0,14.0,15.0,18.0,24.0,2.0,,,90,73.0,7.4,11.0,0.0120035,7.4,7.3,1,,,7.0,,,1.0,,1.0,,1.0,,0.0321,0.0177,5.0,,,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437755,Domingos Duarte,576276,40.0,36.0,8.0,7.0,0,24.0,25.0,12.0,15.0,2.0,,,90,47.0,6.8,4.0,0.0136089,6.8,6.8,0,,,1.0,,,,,,1.0,,,,,3.0,1.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
D,False,12437755,Omar Alderete,805137,35.0,31.0,7.0,5.0,0,14.0,15.0,17.0,20.0,2.0,,,77,45.0,7.0,4.0,0.029292,7.0,7.0,0,,,2.0,,,,,,2.0,,,,,6.0,,1.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437755,Juan Iglesias,949707,33.0,18.0,7.0,2.0,0,11.0,18.0,7.0,18.0,5.0,,,90,66.0,6.9,22.0,0.0127941,6.9,6.2,0,,3.0,4.0,,,,,1.0,3.0,1.0,,,,5.0,,2.0,7.0,2.0,,,1.0,1.0,,,2.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,
M,False,12437755,Abdoulaye Keita,1168094,12.0,9.0,,,0,1.0,1.0,8.0,11.0,2.0,,,55,25.0,6.5,9.0,0.00503578,6.5,6.5,2,,,4.0,,1.0,,,,,,,0.0499,,2.0,,,7.0,1.0,,2.0,2.0,2.0,1.0,,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437755,Djené,307702,29.0,21.0,3.0,2.0,0,10.0,10.0,11.0,19.0,2.0,,,90,39.0,6.8,12.0,0.0177241,6.8,6.4,0,,,4.0,,,,,,3.0,2.0,,,,,1.0,1.0,4.0,,,2.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
M,False,12437755,Yellu Santiago,1211005,21.0,14.0,2.0,,0,9.0,11.0,5.0,10.0,8.0,,,56,30.0,6.7,9.0,0.00112226,6.7,6.8,0,,,5.0,,,,,,,1.0,,,,,,,3.0,1.0,,1.0,,1.0,1.0,,,,4.0,3.0,,,,,,,,,,,,,,,,,
M,False,12437755,Luis Milla,811629,53.0,47.0,3.0,1.0,0,23.0,24.0,25.0,35.0,6.0,,,90,75.0,7.4,12.0,0.0987877,7.4,7.2,1,,6.0,7.0,,1.0,,,,4.0,5.0,,0.0495,,2.0,3.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437755,Coba da Costa,1392054,14.0,8.0,2.0,,0,4.0,8.0,4.0,7.0,3.0,,,77,28.0,5.9,14.0,0.00519824,5.9,6.0,0,,1.0,3.0,,,,,,,,,,,1.0,,,9.0,3.0,,1.0,1.0,,4.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,
F,False,12437755,Álvaro Rodriguez,1154587,22.0,12.0,1.0,,0,1.0,3.0,11.0,19.0,,,,77,46.0,6.5,20.0,0.0102466,6.5,6.5,1,,,9.0,,,,,,,1.0,,0.0169,,3.0,,4.0,11.0,2.0,,5.0,6.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
M,True,12437755,Christantus Uche,1884145,13.0,10.0,,,0,3.0,4.0,7.0,9.0,4.0,,,35,20.0,6.6,5.0,0.00593636,6.6,6.0,1,,,4.0,,1.0,,,,,1.0,,0.0446,,2.0,,3.0,7.0,1.0,,1.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,True,12437755,Álex Sola,966836,10.0,7.0,1.0,,0,1.0,1.0,6.0,10.0,3.0,,,34,20.0,6.5,6.0,0.00876395,6.5,6.2,0,,1.0,3.0,,,,,,1.0,,,,,,,,4.0,1.0,,1.0,,2.0,1.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,
D,True,12437755,Juan Berrocal,851226,14.0,11.0,4.0,2.0,0,6.0,6.0,5.0,8.0,1.0,,,13,16.0,6.6,3.0,0.00164945,6.6,6.9,0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437755,Peter González,1048927,7.0,7.0,,,0,2.0,2.0,5.0,5.0,,,,13,13.0,6.5,2.0,0.00307518,6.5,6.5,1,,,2.0,,,,,,,1.0,,0.0193,,,,2.0,5.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
F,True,12437755,Bertuğ Yıldırım,1382235,,,,,0,,,,,,,,13,3.0,6.5,2.0,,6.5,6.4,0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437762,Antonio Sivera,369004,45.0,33.0,29.0,17.0,0,18.0,23.0,15.0,22.0,12.0,1.0,1.0,90,53.0,7.2,12.0,0.00631755,7.2,6.9,0,-0.0616,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
D,False,12437762,Nahuel Tenaglia,896073,42.0,34.0,4.0,3.0,0,23.0,25.0,11.0,18.0,8.0,,,90,82.0,7.6,16.0,0.00454712,7.6,7.5,1,,1.0,12.0,,1.0,,,,2.0,1.0,,0.0176,,3.0,,,5.0,,,,2.0,4.0,1.0,1.0,1.0,,8.0,7.0,,,,,,,,,,,,,,,,,
D,False,12437762,Abdelkabir Abqar,1101232,54.0,45.0,12.0,4.0,0,38.0,38.0,7.0,16.0,4.0,,,90,66.0,6.8,10.0,0.00887065,6.8,6.8,0,,,5.0,,,,,,1.0,1.0,,,,6.0,,2.0,2.0,,,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437762,Santiago Mouriño,1468046,41.0,36.0,5.0,2.0,0,33.0,36.0,3.0,5.0,5.0,,,90,52.0,6.7,5.0,0.00190152,6.7,6.8,0,,,3.0,,,,,,2.0,3.0,,,,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437762,Moussa Diarra,985262,23.0,17.0,2.0,,0,11.0,13.0,6.0,13.0,5.0,,,90,46.0,6.3,11.0,0.00300444,6.3,6.1,1,,3.0,4.0,,,,,,2.0,1.0,,0.0321,,1.0,,2.0,5.0,,,,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
M,False,12437762,Antonio Blanco,855832,37.0,31.0,2.0,2.0,0,22.0,23.0,9.0,14.0,5.0,,,72,47.0,6.3,9.0,0.00420281,6.3,6.3,0,,,3.0,,,,,,2.0,,,,,1.0,,1.0,7.0,1.0,,,1.0,3.0,,,3.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,
M,False,12437762,Joan Jordán,591750,47.0,33.0,8.0,2.0,0,14.0,16.0,22.0,38.0,2.0,,,90,64.0,7.4,21.0,0.151032,7.4,7.5,1,,7.0,3.0,,,1.0,,,,,1.0,0.7346,0.731,1.0,2.0,,3.0,1.0,,1.0,1.0,,,,2.0,,2.0,1.0,3.0,,,,,,1.0,,,,,,,,,,
M,False,12437762,Carlos Vicente,1084399,25.0,18.0,1.0,,0,8.0,10.0,10.0,20.0,4.0,,,90,50.0,6.2,21.0,0.0190488,6.2,6.0,0,,5.0,5.0,,,,,,1.0,1.0,,,,,1.0,5.0,13.0,1.0,,2.0,,2.0,5.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
M,False,12437762,Jon Guridi,788141,25.0,18.0,,,0,8.0,9.0,10.0,16.0,6.0,,,90,39.0,6.9,9.0,0.102787,6.9,6.7,1,,,8.0,,,1.0,,,1.0,2.0,,0.0153,0.0139,1.0,,2.0,5.0,2.0,,1.0,3.0,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437762,Carlos Martín,1131581,31.0,23.0,2.0,,0,11.0,12.0,12.0,19.0,4.0,,,61,49.0,6.7,12.0,0.00783545,6.7,6.4,1,,,5.0,,,1.0,,,,2.0,,0.0523,0.0787,1.0,1.0,1.0,6.0,1.0,,2.0,,2.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
F,False,12437762,Kike García,84972,26.0,20.0,,,0,4.0,5.0,16.0,22.0,2.0,,,90,47.0,7.4,15.0,0.0398785,7.4,7.2,1,,1.0,14.0,,1.0,,,,,5.0,1.0,0.0934,,,1.0,1.0,4.0,1.0,,7.0,6.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,
F,True,12437762,Stoichkov,566894,9.0,6.0,,,0,3.0,3.0,3.0,6.0,1.0,,,29,11.0,6.6,4.0,0.0102401,6.6,6.6,0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
M,True,12437762,Ander Guevara,891931,14.0,9.0,2.0,,0,5.0,6.0,4.0,8.0,4.0,,,18,17.0,6.5,5.0,0.00178796,6.5,6.6,0,,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437762,Unai Simón,797291,35.0,26.0,15.0,6.0,0,23.0,27.0,3.0,8.0,10.0,,2.0,90,44.0,6.2,9.0,0.00109259,6.2,6.1,0,-0.1764,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
D,False,12437762,Óscar de Marcos,52663,42.0,32.0,4.0,2.0,0,16.0,22.0,18.0,25.0,6.0,,,90,70.0,7.0,16.0,0.179081,7.0,7.0,1,,5.0,5.0,,1.0,,,,,3.0,,0.044,,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
D,False,12437762,Daniel Vivian,910978,54.0,45.0,11.0,6.0,0,34.0,37.0,11.0,18.0,4.0,,,90,64.0,6.6,12.0,0.00747075,6.6,6.7,0,,1.0,1.0,,,,,,1.0,,,,,5.0,,1.0,4.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
D,False,12437762,Aitor Paredes,959872,59.0,41.0,10.0,3.0,0,36.0,41.0,5.0,18.0,2.0,,,90,69.0,6.5,18.0,0.00353074,6.5,6.2,0,,,3.0,,,,,,1.0,,,,,6.0,,2.0,5.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437762,Adama Boiro,1398511,10.0,10.0,,,0,3.0,3.0,7.0,8.0,4.0,,,45,22.0,6.7,3.0,0.00235631,6.7,6.7,1,,1.0,4.0,,1.0,,,,1.0,,,0.0847,,2.0,,,4.0,1.0,,,2.0,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,
M,False,12437762,Iñigo Ruiz de Galarreta,96365,36.0,31.0,6.0,3.0,0,12.0,12.0,19.0,24.0,9.0,,,78,50.0,6.8,9.0,0.0331608,6.8,6.6,1,,,3.0,,1.0,,,,1.0,,,0.0379,,1.0,2.0,1.0,6.0,,,2.0,,3.0,3.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
M,False,12437762,Mikel Jauregizar,1495844,33.0,29.0,6.0,5.0,0,20.0,21.0,9.0,14.0,11.0,,,90,63.0,6.9,13.0,0.0124605,6.9,7.1,1,,2.0,13.0,,1.0,,,,2.0,3.0,,0.0579,,,,4.0,14.0,2.0,,1.0,2.0,2.0,3.0,1.0,4.0,,7.0,3.0,,,,,,,,,,,,,,,,,
M,False,12437762,Iñaki Williams,783374,21.0,13.0,3.0,1.0,0,3.0,3.0,10.0,21.0,2.0,,,90,38.0,7.2,17.0,0.0298933,7.2,6.8,1,,3.0,5.0,,,1.0,,,,3.0,1.0,0.0308,0.1731,1.0,1.0,,3.0,,,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
M,False,12437762,Unai Gómez,1391375,10.0,5.0,1.0,,0,3.0,4.0,2.0,6.0,3.0,,,60,15.0,7.2,6.0,0.00191293,7.2,7.7,1,,,2.0,,,1.0,,,,,,0.2866,0.7653,,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,
M,False,12437762,Nico Williams,1085400,15.0,10.0,,,0,2.0,3.0,9.0,15.0,2.0,,,78,38.0,6.1,18.0,0.0437039,6.1,6.2,1,,3.0,7.0,,1.0,,,,,3.0,,0.0912,,,,1.0,10.0,1.0,,2.0,2.0,1.0,8.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
F,False,12437762,Álex Berenguer,592012,19.0,15.0,,,0,3.0,4.0,13.0,19.0,1.0,,,60,26.0,6.7,9.0,0.169939,6.7,6.5,0,,4.0,2.0,,,,,,,,1.0,,,,1.0,2.0,5.0,,,1.0,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
D,True,12437762,Yuri Berchiche,84531,17.0,15.0,2.0,1.0,0,11.0,12.0,4.0,5.0,4.0,,,45,29.0,6.5,5.0,0.00076164,6.5,6.3,0,,,1.0,,,,,,1.0,,,,,2.0,,2.0,3.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
M,True,12437762,Oihan Sancet,966801,11.0,9.0,1.0,,0,3.0,3.0,6.0,8.0,3.0,,,30,14.0,6.4,3.0,0.00164969,6.4,6.1,1,,,,,1.0,,,,,,,0.0306,,,,2.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
F,True,12437762,Gorka Guruzeta,605672,7.0,5.0,,,0,3.0,3.0,2.0,4.0,1.0,,,30,11.0,6.6,3.0,0.00155808,6.6,6.4,1,,,1.0,,1.0,,,,,,,0.058,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437762,Mikel Vesga,359742,7.0,6.0,,,0,5.0,6.0,1.0,1.0,,,,12,8.0,6.6,1.0,0.00059668,6.6,6.7,0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
F,True,12437762,Álvaro Djaló,1160960,3.0,2.0,1.0,1.0,0,1.0,1.0,1.0,2.0,3.0,,,12,14.0,6.5,6.0,0.00027822,6.5,6.7,0,,,3.0,,,,,,,1.0,,,,2.0,,,4.0,,,1.0,,,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
G,False,12437776,Álex Remiro,791773,27.0,25.0,6.0,4.0,0,24.0,24.0,1.0,3.0,6.0,2.0,3.0,90,35.0,7.4,2.0,0.00044716,7.4,7.9,0,0.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
D,False,12437776,Jon Aramburu,1116388,45.0,39.0,2.0,,0,13.0,14.0,27.0,37.0,6.0,,,90,95.0,6.7,21.0,0.0205065,6.7,6.7,0,,6.0,6.0,,,,,,4.0,3.0,,,,2.0,,5.0,13.0,1.0,,2.0,1.0,2.0,5.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
D,False,12437776,Igor Zubeldia,838159,62.0,47.0,16.0,6.0,0,33.0,36.0,14.0,26.0,8.0,,,90,73.0,7.0,16.0,0.0240331,7.0,7.1,0,,,4.0,,,,,,1.0,1.0,,,,4.0,,3.0,4.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
D,False,12437776,Nayef Aguerd,877102,45.0,38.0,7.0,4.0,0,27.0,28.0,11.0,17.0,2.0,,,90,57.0,7.2,8.0,0.0055303,7.2,7.4,0,,,8.0,,,,,,1.0,4.0,,,,2.0,,4.0,6.0,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
D,False,12437776,Javi López,945404,20.0,16.0,4.0,,0,7.0,9.0,9.0,13.0,4.0,,,85,38.0,6.4,10.0,0.00698202,6.4,6.7,0,,2.0,2.0,,,,,1.0,,,,,,,,,6.0,1.0,,1.0,,4.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437776,Martín Zubimendi,966837,47.0,32.0,5.0,1.0,0,15.0,19.0,17.0,28.0,4.0,,,90,64.0,7.1,20.0,0.072161,7.1,7.1,1,,,6.0,,1.0,,,1.0,4.0,1.0,,0.0305,,1.0,2.0,,4.0,,,2.0,2.0,2.0,3.0,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
M,False,12437776,Takefusa Kubo,880218,21.0,17.0,,,0,3.0,3.0,14.0,19.0,3.0,,,67,34.0,6.3,11.0,0.0142694,6.3,6.5,0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,3.0,,,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
M,False,12437776,Brais Méndez,845385,32.0,26.0,1.0,1.0,0,8.0,11.0,19.0,26.0,4.0,,,67,55.0,6.5,20.0,0.0450211,6.5,6.2,0,,5.0,5.0,,,,,,,1.0,,,,,,3.0,11.0,1.0,,3.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437776,Luka Sučić,949156,52.0,41.0,7.0,3.0,0,16.0,17.0,25.0,37.0,8.0,,,90,71.0,7.9,15.0,0.0365568,7.9,7.5,4,,2.0,9.0,,1.0,1.0,,,1.0,,1.0,0.0941,0.0145,1.0,2.0,1.0,2.0,,,1.0,2.0,,6.0,6.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437776,Sergio Gómez,855835,17.0,16.0,,,0,5.0,5.0,13.0,21.0,3.0,,,90,37.0,7.2,10.0,0.342535,7.2,7.0,2,,9.0,3.0,1.0,1.0,1.0,,,1.0,1.0,3.0,0.3116,0.0907,1.0,1.0,,2.0,,,,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
F,False,12437776,Mikel Oyarzabal,823622,12.0,10.0,,,0,4.0,5.0,6.0,8.0,1.0,,,85,24.0,6.1,10.0,0.00384953,6.1,5.7,1,,1.0,,1.0,1.0,,1.0,,,,1.0,0.3736,,1.0,,4.0,8.0,,,4.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
M,True,12437776,Jon Ander Olasagasti,1010383,18.0,14.0,2.0,2.0,0,8.0,9.0,6.0,11.0,3.0,,,23,25.0,7.0,6.0,0.0709826,7.0,6.8,2,,2.0,1.0,,1.0,,,,,,,0.0832,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
F,True,12437776,Ander Barrenetxea,966862,12.0,9.0,,,0,1.0,1.0,8.0,12.0,3.0,,,23,26.0,6.7,11.0,0.0191713,6.7,6.5,3,,1.0,1.0,,,2.0,,,,,,0.2087,0.536,,,2.0,8.0,1.0,,2.0,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
D,True,12437776,Aihen Muñoz,966441,4.0,1.0,2.0,,0,1.0,2.0,,2.0,2.0,,,11,6.0,6.5,3.0,1.551e-05,6.5,6.6,1,,,,,1.0,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437776,Orri Steinn Óskarsson,1026015,4.0,2.0,,,0,1.0,1.0,1.0,3.0,,,,11,6.0,6.6,3.0,0.0162173,6.6,6.3,1,,,,,,,,,,,,0.0213,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
G,False,12437776,Jasper Cillessen,123865,37.0,20.0,26.0,9.0,0,13.0,17.0,7.0,20.0,4.0,3.0,4.0,90,42.0,7.5,17.0,0.00275126,7.5,7.8,0,0.6412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437776,Javier Muñoz,353154,20.0,18.0,4.0,3.0,0,11.0,12.0,7.0,8.0,4.0,,,85,41.0,6.9,6.0,0.0125721,6.9,6.9,0,,,1.0,,,,,,3.0,,,,,3.0,1.0,1.0,5.0,2.0,,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
D,False,12437776,Juanma Herzog,1513451,19.0,15.0,6.0,5.0,0,14.0,15.0,1.0,4.0,1.0,,,90,30.0,7.2,4.0,0.00021294,7.2,7.3,0,,,4.0,,,,,,,,,,,7.0,,1.0,1.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
